iter	Logloss
135	0.1290578807
136	0.1283636241
137	0.1276649993
138	0.1270006813
139	0.1262373345
140	0.1248547881
141	0.124097369
142	0.1230617237
143	0.1221797747
144	0.1211579053
145	0.120338085
146	0.1194184156
147	0.1187117458
148	0.1178113026
149	0.1170778915
150	0.1161201367
151	0.1151352062
152	0.1142807258
153	0.1135233534
154	0.1128267313
155	0.1116436601
156	0.1108752984
157	0.1101365808
158	0.1093906432
159	0.1085757989
160	0.1077973083
161	0.107086733
162	0.1063643043
163	0.1055234932
164	0.1048363026
165	0.1042308994
166	0.1034726209
167	0.1026406382
168	0.1018643736
169	0.1012672978
170	0.100515021
171	0.09995449918
172	0.09953138065
173	0.09886615816
174	0.09827895306
175	0.09759254389
176	0.09696907146
177	0.09655797594
178	0.09597694919
179	0.09525932949
180	0.09458156653
181	0.09396729062
182	0.09341159087
183	0.09270343874
184	0.0922365975
185	0.09181197099
186	0.09143137098
187	0.09096864544
188	0.09032759851
189	0.08961957353
190	0.08910585681
191	0.08857491121
192	0.08804334464
193	0.0874427882
194	0.08695957377
195	0.08644914234
196	0.08599611616
197	0.08551319896
198	0.08479059332
199	0.08432318649
200	0.08384693303
201	0.08325881969
202	0.08270401072
203	0.08231938698
204	0.08193235483
205	0.08152812048
206	0.08107317941
207	0.08059465322
208	0.08011681591
209	0.07968171369
210	0.07928770738
211	0.07883332921
212	0.07830086657
213	0.07785563836
214	0.07746672612
215	0.07695292354
216	0.07654298973
217	0.0760997055
218	0.07566344457
219	0.07537590873
220	0.07480832211
221	0.07451019794
222	0.07410417798
223	0.07380216406
224	0.07339170623
225	0.07294031944
226	0.07244940265
227	0.07211178809
228	0.07168651302
229	0.071279361
230	0.07099794261
231	0.07064235326
232	0.07024334803
233	0.06984771082
234	0.0694812323
235	0.06922308749
236	0.06887614497
237	0.06837611379
238	0.06801055229
239	0.06768831402
240	0.06733934743
241	0.06702565923
242	0.06661541036
243	0.06636139126
244	0.0658982498
245	0.06568529123
246	0.06538307395
247	0.06507709694
248	0.06471408448
249	0.06435686681
250	0.06418698496
251	0.06389335598
252	0.06351429561
253	0.06323105663
254	0.06289064721
255	0.06259712066
256	0.06222754757
257	0.06182278295
258	0.06145982074
259	0.06116802618
260	0.06091630415
261	0.06058327954
262	0.06030802727
263	0.06001374955
264	0.05970853225
265	0.05937222044
266	0.05910452432
267	0.05880737792
268	0.05853364081
269	0.05825158546
270	0.05794539658
271	0.05770590863
272	0.05748270723
273	0.05719396248
274	0.05696235415
275	0.05671794383
276	0.05649870719
277	0.05618387456
278	0.05587860011
279	0.05561894956
280	0.0553132278
281	0.05507044722
282	0.0548597711
283	0.0546156165
284	0.05423092061
285	0.05396744129
286	0.05370206633
287	0.05336074786
288	0.05308368314
289	0.0528744821
290	0.05261028184
291	0.05237833966
292	0.05210686215
293	0.05188472585
294	0.05172410685
295	0.05155259405
296	0.05136518973
297	0.05113791565
298	0.05095169186
299	0.05068693193
300	0.05043631856
301	0.05019039572
302	0.04994858586
303	0.04972068493
304	0.04956574412
305	0.04930418477
306	0.04906791877
307	0.04881804781
308	0.04851838189
309	0.0483313534
310	0.04817213813
311	0.04802381685
312	0.04787079216
313	0.04769352275
314	0.04753420419
315	0.04731040814
316	0.04706381088
317	0.04687409057
318	0.04668025113
319	0.04649240171
320	0.04634314161
321	0.04609785677
322	0.04590831093
323	0.04575192895
324	0.04555798055
325	0.04529232776
326	0.04507722631
327	0.04491773552
328	0.04472323956
329	0.04455912327
330	0.04435587533
331	0.04411915629
332	0.04394641541
333	0.04375745207
334	0.04356780563
335	0.04341361694
336	0.04317127414
337	0.04304847959
338	0.04286404477
339	0.0427061249
340	0.04251960958
341	0.0423641748
342	0.04219775432
343	0.0420366556
344	0.04189555391
345	0.04172800989
346	0.04159775682
347	0.04145484592
348	0.04130781517
349	0.04116406699
350	0.04105326218
351	0.04090019302
352	0.04070669232
353	0.0405369883
354	0.04037290691
355	0.0401811241
356	0.04002164241
357	0.0398884533
358	0.03979035254
359	0.03964899436
360	0.03946239976
361	0.03930705742
362	0.03920617994
363	0.03909282158
364	0.03899541381
365	0.03882323056
366	0.03867116513
367	0.03852143175
368	0.03837522559
369	0.03825529126
370	0.038067623
371	0.0379107255
372	0.03778082266
373	0.03761864526
374	0.03750989287
375	0.03731495723
376	0.03719184262
377	0.03706979319
378	0.03692393808
379	0.03681604804
380	0.03660564428
381	0.0364851698
382	0.03632284841
383	0.03623683127
384	0.03613423944
385	0.03595472105
386	0.03581928497
387	0.03569082192
388	0.03553530993
389	0.03541152976
390	0.03529697832
391	0.03518093752
392	0.03507521447
393	0.03496060359
394	0.03481605754
395	0.03468840173
396	0.03458567105
397	0.03443515871
398	0.03433246986
399	0.03422153824
400	0.03416925954
401	0.03404498611
402	0.0339143279
403	0.03379344311
404	0.0337177854
405	0.03359856559
406	0.03344479217
407	0.03334756066
408	0.03323267038
409	0.03311548015
410	0.03299337682
411	0.03287129348
412	0.03278533769
413	0.03260325414
414	0.03249756894
415	0.03241465335
416	0.03234784056
417	0.03223880932
418	0.03209318982
419	0.03197811022
420	0.03186004488
421	0.03172712127
422	0.03164356778
423	0.03151251056
424	0.03141697366
425	0.03126541963
426	0.03113699081
427	0.03101522005
428	0.03092482367
429	0.03081881257
430	0.03070767522
431	0.03059532973
432	0.0305159389
433	0.03041967494
434	0.03034052728
435	0.03021213382
436	0.03014897722
437	0.03004905079
438	0.03000244619
439	0.02987596715
440	0.02974839111
441	0.0296568553
442	0.02955869239
443	0.02949176291
444	0.02942166296
445	0.02934447339
446	0.0292415124
447	0.02912780589
448	0.02907714993
449	0.02901564443
450	0.02891904005
451	0.02882348497
452	0.02871446208
453	0.02864979942
454	0.02857879176
455	0.02852136101
456	0.02846908918
457	0.02839811289
458	0.02829102468
459	0.02822280827
460	0.02814075289
461	0.0280509517
462	0.02797233071
463	0.02792824962
464	0.0278604281
465	0.02777502667
466	0.02766825287
467	0.02761833474
468	0.02753392864
469	0.02746456731
470	0.02738103291
471	0.02732433895
472	0.02723162207
473	0.02714907415
474	0.02709389297
475	0.02700496816
476	0.02691403612
477	0.02682694093
478	0.02673959382
479	0.02667587021
480	0.02662268439
481	0.02652750056
482	0.02644038314
483	0.02636799872
484	0.02629655821
485	0.02620938534
486	0.0261364591
487	0.02609454769
488	0.02603688514
489	0.02599995417
490	0.02593507575
491	0.02587176664
492	0.02580177906
493	0.02573842452
494	0.0256736035
495	0.02562424141
496	0.02555409945
497	0.02548851683
498	0.02539959218
499	0.02531191225
500	0.02524737535
501	0.02519900567
502	0.02511572531
503	0.02503337065
504	0.02494755238
505	0.02488050821
506	0.02481357658
507	0.02475360405
508	0.0247254476
509	0.02465171878
510	0.02458577221
511	0.02453188816
512	0.0244558546
513	0.02436837856
514	0.02430087848
515	0.02424003736
516	0.02416998063
517	0.02407694767
518	0.02403158853
519	0.02395128794
520	0.02386065151
521	0.02379957773
522	0.0237538517
523	0.02369671787
524	0.02360432652
525	0.02355033364
526	0.02348428708
527	0.02342227907
528	0.02334277295
529	0.0232749627
530	0.02322452083
531	0.0231540031
532	0.02310588347
533	0.02303957946
534	0.02295009573
535	0.02287648054
536	0.02283038736
537	0.02277907086
538	0.02270614213
539	0.0226313905
540	0.02258168033
541	0.02252805833
542	0.02249051215
543	0.02241559764
544	0.02234519383
545	0.022283205
546	0.02224473635
547	0.022182584
548	0.02213270021
549	0.02208740338
550	0.0220030137
551	0.021946456
552	0.02191017061
553	0.02186220295
554	0.02181854671
555	0.02177243922
556	0.02171210213
557	0.02163811232
558	0.02157328851
559	0.02153434893
560	0.02145027476
561	0.02139230243
562	0.0213116527
563	0.02125096393
564	0.02119707177
565	0.02114236164
566	0.02110923864
567	0.02106308144
568	0.02101155324
569	0.02096578258
570	0.02089822207
571	0.0208462079
572	0.02080853114
573	0.02072321292
574	0.02066923385
575	0.02060832389
576	0.0205577541
577	0.02052247711
578	0.02049731967
579	0.02045707771
580	0.02041087378
581	0.02036340987
582	0.02033290426
583	0.02027679498
584	0.02022835937
585	0.02018310836
586	0.02014892478
587	0.02009103659
588	0.02003904149
589	0.01996222778
590	0.01991218667
591	0.01985355015
592	0.01980391597
593	0.01976319591
594	0.0197198571
595	0.01965299035
596	0.01957509872
597	0.01953904149
598	0.01949923666
599	0.01945780367
600	0.01943097471
601	0.019376107
602	0.01932569886
603	0.01927537094
604	0.01923500871
605	0.01917251152
606	0.01909811198
607	0.01904959036
608	0.01902328539
609	0.01897616417
610	0.01893048912
611	0.0188997953
612	0.01886456765
613	0.01881003965
614	0.0187466329
615	0.0187005072
616	0.01867315689
617	0.01861256797
618	0.0185642249
619	0.01852405844
620	0.01848402431
621	0.01843205068
622	0.01840982682
623	0.0183752866
624	0.01833474611
625	0.01829373872
626	0.01824525634
627	0.01819507224
628	0.01815401822
629	0.0181080561
630	0.01807301143
631	0.01801984151
632	0.0179772508
633	0.01794994488
634	0.01791571908
635	0.01788907982
636	0.0178719361
637	0.01784377694
638	0.01780188989
639	0.01777463293
640	0.01774176429
641	0.01768825741
642	0.01765981765
643	0.01762166968
644	0.0175763139
645	0.01752572681
646	0.01747990513
647	0.01743561935
648	0.01739301343
649	0.01735102138
650	0.0173200247
651	0.01729341243
652	0.01725744646
653	0.01723479675
654	0.01720867764
655	0.01715784906
656	0.01711469143
657	0.01707940391
658	0.01704296637
659	0.01699172132
660	0.01695147243
661	0.01692127504
662	0.01687957103
663	0.01683446234
664	0.01679051224
665	0.01674425356
666	0.01668550837
667	0.01666101313
668	0.0166296908
669	0.01658203126
670	0.01653338585
671	0.01649826453
672	0.01648467839
673	0.0164483614
674	0.0164126213
675	0.01640759587
676	0.0163564441
677	0.01631880428
678	0.01630162898
679	0.01626424546
680	0.01623774675
681	0.01621037352
682	0.01618832065
683	0.01615813391
684	0.0161268972
685	0.01610546499
686	0.01608278861
687	0.01605893925
688	0.01604519637
689	0.01601005633
690	0.01597387783
691	0.01593358165
692	0.01589638543
693	0.01586164901
694	0.01583542597
695	0.01580312579
696	0.01577247978
697	0.01572610692
698	0.01569594715
699	0.01566919205
700	0.01564862006
701	0.01561172094
702	0.01557717006
703	0.01554807101
704	0.01551224786
705	0.01547861644
706	0.01544575985
707	0.01540755246
708	0.01537021904
709	0.01533820808
710	0.01529579267
711	0.01526415339
712	0.01522933292
713	0.01518446931
714	0.01514217748
715	0.01510915449
716	0.01507799541
717	0.01505626354
718	0.01503331421
719	0.01500784379
720	0.01498092135
721	0.01494956988
722	0.01491427786
723	0.01487942375
724	0.01485019679
725	0.014814803
726	0.0147809396
727	0.01474111502
728	0.01471213391
729	0.01467092054
730	0.01462414259
731	0.01458813451
732	0.01455068422
733	0.01451587929
734	0.0144863041
735	0.01445861425
736	0.01442496277
737	0.01439473397
738	0.01437307233
739	0.01434293547
740	0.01432015116
741	0.01427797347
742	0.01425173076
743	0.01423066328
744	0.01420073786
745	0.01416144333
746	0.01412999691
747	0.01409089217
748	0.01407745576
749	0.0140587628
750	0.01402447521
751	0.01398755432
752	0.01396534451
753	0.01393782902
754	0.01390775376
755	0.01388664264
756	0.01384951624
757	0.01382097009
758	0.01379543119
759	0.01376404193
760	0.01373109822
761	0.01370772481
762	0.01367524646
763	0.01363996338
764	0.01361359859
765	0.0135838868
766	0.01355259859
767	0.01352946104
768	0.01350113072
769	0.01347420015
770	0.01345826661
771	0.01343065377
772	0.01340229167
773	0.01338014561
774	0.01334264705
775	0.01330498767
776	0.01327790296
777	0.01324531664
778	0.01320532836
779	0.01317235914
780	0.01314579533
781	0.01311291607
782	0.01309222656
783	0.01306543361
784	0.01303415417
785	0.01301227739
786	0.01298833584
787	0.01295181521
788	0.0129199848
789	0.01289244362
790	0.0128662571
791	0.01284641348
792	0.01282587172
793	0.01278751843
794	0.01276175292
795	0.01273005076
796	0.01270721105
797	0.01268354408
798	0.01265609659
799	0.01263730151
800	0.0126163378
801	0.01259144764
802	0.01256642659
803	0.01254618818
804	0.01252406207
805	0.01250735173
806	0.01248517778
807	0.01245487163
808	0.01243212494
809	0.01241340496
810	0.01239726799
811	0.01237081572
812	0.0123399678
813	0.01232133994
814	0.01229317487
815	0.0122671665
816	0.01223690987
817	0.01221482431
818	0.01218178187
819	0.0121520908
820	0.01212727794
821	0.01211012605
822	0.01207493363
823	0.0120447136
824	0.01201755871
825	0.0119890793
826	0.01196569674
827	0.01193952828
828	0.01192325046
829	0.01189280014
830	0.01186775387
831	0.01184961209
832	0.01182541509
833	0.01180269583
834	0.01177411409
835	0.01175135951
836	0.01172245047
837	0.01170551525
838	0.0116836701
839	0.01165767363
840	0.01164179747
841	0.01161496292
842	0.01159850834
843	0.0115820301
844	0.01155658868
845	0.01153855236
846	0.01150973635
847	0.01148712568
848	0.01146218884
849	0.01144953312
850	0.01143303432
851	0.0114221479
852	0.01139868289
853	0.01137619945
854	0.01134851648
855	0.01132632342
856	0.01129796408
857	0.01127295131
858	0.0112474629
859	0.01122221723
860	0.01121079131
861	0.01119318188
862	0.0111689021
863	0.01114323486
864	0.01111949591
865	0.01109358955
866	0.01107426972
867	0.0110538839
868	0.01102997769
869	0.01101005265
870	0.01099955943
871	0.01098323096
872	0.01096586913
873	0.01095031179
874	0.01092695636
875	0.01090775318
876	0.01089103315
877	0.01086967328
878	0.01085211534
879	0.01083129194
880	0.0108097119
881	0.01079428045
882	0.01078134545
883	0.01075383364
884	0.01072802921
885	0.01070890969
886	0.01069439885
887	0.01067260989
888	0.01064916147
889	0.01063067147
890	0.01061536224
891	0.01059342157
892	0.01057857291
893	0.01056053296
894	0.01055061009
895	0.01052792994
896	0.01050514718
897	0.01048682228
898	0.01047209751
899	0.01044946631
900	0.01043581284
901	0.01041759295
902	0.01039879996
903	0.01038770781
904	0.01037334441
905	0.01034787343
906	0.01033046494
907	0.01031003904
908	0.01028676249
909	0.01025033437
910	0.01021872565
911	0.01019463542
912	0.01018669416
913	0.01017635857
914	0.01016010535
915	0.01013538564
916	0.01011382635
917	0.01008935791
918	0.01006633238
919	0.01005348408
920	0.0100337452
921	0.01001253842
922	0.009999534392
923	0.009978768899
924	0.009960285794
925	0.009925439438
926	0.009910087741
927	0.009895010357
928	0.009871906992
929	0.009846775379
930	0.009835333154
931	0.009811152553
932	0.009797905913
933	0.0097838973
934	0.00975974623
935	0.009751862448
936	0.009733712266
937	0.00970905499
938	0.009695256071
939	0.009679358736
940	0.009665392803
941	0.009646457656
942	0.009625416543
943	0.009604604192
944	0.009593486367
945	0.009580262744
946	0.009558820889
947	0.009548860318
948	0.009522225979
949	0.009513519996
950	0.00949064152
951	0.009465489651
952	0.009450157588
953	0.009437154702
954	0.009412200744
955	0.00939280774
956	0.009373267189
957	0.009355145281
958	0.009341340865
959	0.00933110769
960	0.009312480929
961	0.00929442527
962	0.009274628444
963	0.009256492553
964	0.009237482532
965	0.009219106278
966	0.009203786108
967	0.009184164075
968	0.009164485233
969	0.009151068045
970	0.009130247351
971	0.009112148787
972	0.009095715128
973	0.009082970824
974	0.009065388916
975	0.009049441674
976	0.00903865335
977	0.009025986464
978	0.009008090984
979	0.008990419452
980	0.008965432744
981	0.00895297828
982	0.008932884653
983	0.008921068693
984	0.008906507803
985	0.008890853981
986	0.008875632617
987	0.008861542344
988	0.008847313967
989	0.008845354041
990	0.008830095252
991	0.008812367796
992	0.008799623501
993	0.008779473709
994	0.008760685032
995	0.008738751411
996	0.008725083419
997	0.008711799856
998	0.008697409611
999	0.008682560709
